許可證字號,藥廠,顯示名稱,分類標籤,濃縮倍數,濃縮生藥組成,原粉生藥組成,賦形劑組成,解析狀態,人工校正提示,原始處方(供對照用)
衛署藥製字第013070號,明通,止嗽散濃縮顆粒(明通),濃縮顆粒劑,3.4,桔梗:5|荊芥:5|紫菀:5|百部:5|白前:5|甘草:2|陳皮:2.5,,澱粉:9.4,✅ 解析成功,無需校正。,"處方:每18公克中含有：
 
 桔梗 (5.0 g)
 
 荊芥 (5.0 g)
 
 紫菀 (5.0 g)
 
 百部 (5.0 g)
 
 白前 (5.0 g)
 
 甘草 (2.0 g)
 
 陳皮 (2.5 g)
 
 以上生藥製成浸膏8.6g（生藥與浸膏比例29.5：8.6＝3.4：1） ( )
 
 澱粉 (9.4 g)"
衛署藥製字第013071號,港香蘭,桃仁承氣湯濃縮散(港香蘭),濃縮散劑,5.3,桃仁:7|大黃:7|桂枝:3.5|甘草:3.5,芒硝:0.7,澱粉:1.3,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每6公克中含有：
 
 桃仁 (7.0 g)
 
 大黃 (7.0 g)
 
 桂枝 (3.5 g)
 
 甘草 (3.5 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例21：4＝5.3：1) ( )
 
 芒硝 (0.7 g)
 
 澱粉 (1.3 g)"
衛署藥製字第013072號,港香蘭,黃耆建中湯濃縮散(港香蘭),濃縮散劑,6.3,黃耆:2|白芍:8|桂枝:4|甘草:3|生薑:4|大棗:4,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 黃耆 (2 g)
 
 白芍 (8 g)
 
 桂枝 (4 g)
 
 甘草 (3 g)
 
 生薑 (4 g)
 
 大棗 (4 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例25：4＝6.3：1) ( )
 
 澱粉 (2 g)"
衛署藥製字第013073號,港香蘭,參苓白朮散濃縮散(港香蘭),濃縮散劑,5.5,白扁豆:2.3|人參:3|茯苓:3|白朮:3|甘草:3|山藥:3|蓮子肉:1.5|桔梗:1.5|薏苡仁:1.5|砂仁:1.5|大棗:1.5,,澱粉:4.5,✅ 解析成功,無需校正。,"處方:每9公克中含有： 
 
 白扁豆 (2.3 g)
 
 人參 (3.0 g)
 
 茯苓 (3.0 g)
 
 白朮 (3.0 g)
 
 甘草 (3.0 g)
 
 山藥 (3.0 g)
 
 蓮子肉 (1.5 g)
 
 桔梗 (1.5 g)
 
 薏苡仁 (1.5 g)
 
 砂仁 (1.5 g)
 
 大棗 (1.5 g)
 
 以上生藥製成浸膏4.5g(生藥與浸膏比例24.8:4.5=5.5:1) ( )
 
 澱粉 (4.5 g)"
衛署藥製字第013074號,港香蘭,”港香蘭”杏蘇飲(幼科)濃縮散(港香蘭),濃縮散劑,5.3,杏仁:1|紫蘇葉:1|前胡:1|桔梗:1|枳實:1|桑白皮:1|黃芩:1|麥門冬:1|貝母:1|甘草:0.5|橘紅:0.5|生薑:0.5,,澱粉:1,✅ 解析成功,無需校正。,"處方:每3公克中含有：
 
 杏仁 (1.0 g)
 
 紫蘇葉 (1.0 g)
 
 前胡 (1.0 g)
 
 桔梗 (1.0 g)
 
 枳實 (1.0 g)
 
 桑白皮 (1.0 g)
 
 黃芩 (1.0 g)
 
 麥門冬 (1.0 g)
 
 貝母 (1.0 g)
 
 甘草 (0.5 g)
 
 橘紅 (0.5 g)
 
 生薑 (0.5 g)
 
 以上生藥製成浸膏2g(生藥與浸膏比例10.5：2＝5.3：1) ( )
 
 澱粉 (1.0 g)"
衛署藥製字第013075號,港香蘭,炙甘草湯濃縮散(港香蘭),濃縮散劑,5.25,炙甘草:3|生薑:2.5|桂枝:2.5|人參:1.5|生地黃:12|阿膠:1.5|麥門冬:2.5|火麻仁:3|大棗:3,,澱粉:6,✅ 解析成功,無需校正。,"處方:每12公克中含有：
 
 炙甘草 (3.0 g)
 
 生薑 (2.5 g)
 
 桂枝 (2.5 g)
 
 人參 (1.5 g)
 
 生地黃 (12.0 g)
 
 阿膠 (1.5 g)
 
 麥門冬 (2.5 g)
 
 火麻仁 (3.0 g)
 
 大棗 (3.0 g)
 
 以上生藥製成浸膏6.0g(生藥與浸膏比例31.5:6.0=5.25:1) ( )
 
 澱粉 (6.0 g)"
衛署藥製字第013076號,東陽,調胃承氣湯濃縮散(東陽),濃縮散劑,5.6,大黃:6.4|甘草:3.2,芒硝:1.3,澱粉:1.5,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每4.5公克中含有：
 
 大黃 (6.4 g)
 
 甘草 (3.2 g)
 
 以上生藥製成浸膏1.7g(生藥與浸膏比例9.6：1.7＝5.6：1) ( )
 
 芒硝 (1.3 g)
 
 澱粉 (1.5 g)"
衛署藥製字第013149號,港香蘭,附子理中湯濃縮散(港香蘭),濃縮散劑,4.2,人參:5|炮附子:5|炮乾薑:5|炙甘草:5|白朮:5,,澱粉:6,✅ 解析成功,無需校正。,"處方:每12公克中含有：
 
 人參 (5 g)
 
 炮附子 (5 g)
 
 炮乾薑 (5 g)
 
 炙甘草 (5 g)
 
 白朮 (5 g)
 
 以上生藥製成浸膏6g(生藥與浸膏比例25:6=4.2:1) ( )
 
 澱粉 (6 g)"
衛署藥製字第013150號,港香蘭,涼膈散濃縮散(港香蘭),濃縮散劑,4.7,大黃:4|芒硝:4|甘草:4|連翹:8|山梔子:2|黃芩:2|薄荷:2|竹葉:2,,澱粉:6,✅ 解析成功,無需校正。,"處方:每12公克中含有：
 
 大黃 (4 g)
 
 芒硝 (4 g)
 
 甘草 (4 g)
 
 連翹 (8 g)
 
 山梔子 (2 g)
 
 黃芩 (2 g)
 
 薄荷 (2 g)
 
 竹葉 (2 g)
 
 以上生藥製成浸膏6g(生藥與浸膏比例28:6=4.7:1) ( )
 
 澱粉 (6 g)"
衛署藥製字第013151號,港香蘭,旋覆代赭石湯濃縮散(港香蘭),濃縮散劑,5.7,旋覆花:3.6|代赭石:1.2|人參:2.4|生薑:6|半夏:3.6|甘草:3.6|大棗:2.4,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 旋覆花 (3.6 g)
 
 代赭石 (1.2 g)
 
 人參 (2.4 g)
 
 生薑 (6.0 g)
 
 半夏 (3.6 g)
 
 甘草 (3.6 g)
 
 大棗 (2.4 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例22.8：4＝5.7：1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第013152號,港香蘭,清心利膈湯濃縮散(港香蘭),濃縮散劑,5.9,防風:2.6|荊芥:2.6|薄荷:2.6|桔梗:2.6|黃芩:2.6|黃連:2.6|梔子:1.3|連翹:1.3|玄參:1.3|大黃:1.3|牛蒡子:1.3|甘草:1.3,芒硝:0.6,澱粉:1.4,✅ 成功(含原粉部分拔提),成功分流濃縮與原粉藥材。,"處方:每6公克中含有：
 
 防風 (2.6 g)
 
 荊芥 (2.6 g)
 
 薄荷 (2.6 g)
 
 桔梗 (2.6 g)
 
 黃芩 (2.6 g)
 
 黃連 (2.6 g)
 
 梔子 (1.3 g)
 
 連翹 (1.3 g)
 
 玄參 (1.3 g)
 
 大黃 (1.3 g)
 
 牛蒡子 (1.3 g)
 
 甘草 (1.3 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例23.4：4＝5.9：1) ( )
 
 芒硝 (0.6 g)
 
 澱粉 (1.4 g)"
衛署藥製字第013153號,港香蘭,雙解通聖散濃縮散(港香蘭),濃縮散劑,6.5,防風:1|荊芥:1|當歸:1|白芍:1|連翹:1|白朮:1|川芎:1|薄荷:1|麻黃:1|梔子:1|黃芩:2|桔梗:2|甘草:4|石膏:2|滑石:6,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 防風 (1 g)
 
 荊芥 (1 g)
 
 當歸 (1 g)
 
 白芍 (1 g)
 
 連翹 (1 g)
 
 白朮 (1 g)
 
 川芎 (1 g)
 
 薄荷 (1 g)
 
 麻黃 (1 g)
 
 梔子 (1 g)
 
 黃芩 (2 g)
 
 桔梗 (2 g)
 
 甘草 (4 g)
 
 石膏 (2.0 g)
 
 滑石 (6.0 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例26：4＝6.5：1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第013154號,港香蘭,”港香蘭”大建中湯濃縮散(港香蘭),濃縮散劑,6.8,乾薑:12|人參:6|蜀椒:6|膠飴:3,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 乾薑 (12.0 g)
 
 人參 (6.0 g)
 
 蜀椒 (6.0 g)
 
 膠飴 (3.0 g)
 
 以上生藥製成浸膏4.0g(生藥與浸膏比例 27:4=6.8:1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第013155號,港香蘭,當歸龍薈丸濃縮散(去麝香(港香蘭),濃縮散劑,5.2,當歸:3|龍膽:3|蘆薈:1.5|山梔子:3|黃連:3|黃芩:3|黃柏:3|大黃:1.5|木香:0.75|青黛:1.5,,澱粉:4.5,✅ 解析成功,無需校正。,"處方:每9公克中含有： 
 
 當歸 (3.00 g)
 
 龍膽 (3.00 g)
 
 蘆薈 (1.50 g)
 
 山梔子 (3.00 g)
 
 黃連 (3.00 g)
 
 黃芩 (3.00 g)
 
 黃柏 (3.00 g)
 
 大黃 (1.50 g)
 
 木香 (0.75 g)
 
 青黛 (1.50 g)
 
 以上生藥製成浸膏4.5g(生藥與浸膏比例23.25:4.5=5.2:1) ( )
 
 澱粉 (4.50 g)"
衛署藥製字第013156號,港香蘭,柴胡清肝湯濃縮散(港香蘭),濃縮散劑,6,柴胡:2.4|生地黃:2.4|當歸:3.2|赤芍:2.4|牛蒡子:2.4|川芎:1.6|連翹:1.6|黃芩:1.6|梔子:1.6|栝樓根:1.6|甘草:1.6|防風:1.6,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有:
 
 柴胡 (2.4 g)
 
 生地黃 (2.4 g)
 
 當歸 (3.2 g)
 
 赤芍 (2.4 g)
 
 牛蒡子 (2.4 g)
 
 川芎 (1.6 g)
 
 連翹 (1.6 g)
 
 黃芩 (1.6 g)
 
 梔子 (1.6 g)
 
 栝樓根 (1.6 g)
 
 甘草 (1.6 g)
 
 防風 (1.6 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例24：4＝6：1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第013157號,港香蘭,加味平胃散濃縮散(港香蘭),濃縮散劑,5.8,蒼朮:3|厚朴:3|山楂:3|陳皮:2|青皮:2|麥芽:2|香附:2|砂仁:2|川芎:2|甘草:1|生薑:1,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 蒼朮 (3 g)
 
 厚朴 (3 g)
 
 山楂 (3 g)
 
 陳皮 (2 g)
 
 青皮 (2 g)
 
 麥芽 (2 g)
 
 香附 (2 g)
 
 砂仁 (2 g)
 
 川芎 (2 g)
 
 甘草 (1 g)
 
 生薑 (1 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例23：4＝5.8：1) ( )
 
 澱粉 (2 g)"
衛署藥製字第013158號,港香蘭,越鞠丸濃縮散(港香蘭),濃縮散劑,6.6,蒼朮:5|香附:5|川芎:5|神麴:5|炒梔子:5,,澱粉:5.2,✅ 解析成功,無需校正。,"處方:每9公克中含有：
 
 蒼朮 (5.0 g)
 
 香附 (5.0 g)
 
 川芎 (5.0 g)
 
 神麴 (5.0 g)
 
 炒梔子 (5.0 g)
 
 以上生藥製成浸膏3.8g(生藥與浸膏比例25:3.8=6.6:1) ( )
 
 澱粉 (5.2 g)"
衛署藥製字第013241號,東陽,薏苡仁湯濃縮散(東陽),濃縮散劑,5.9,薏苡仁:14.4|白芍:2.2|當歸:2.2|麻黃:1.1|桂枝:1.1|蒼朮:1.4|炙甘草:1|生薑:0.7,,澱粉:1.9,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 薏苡仁 (14.4 g)
 
 白芍 (2.2 g)
 
 當歸 (2.2 g)
 
 麻黃 (1.1 g)
 
 桂枝 (1.1 g)
 
 蒼朮 (1.4 g)
 
 炙甘草 (1.0 g)
 
 生薑 (0.7 g)
 
 以上生藥製成浸膏4.1g(生藥與浸膏比例24.1：4.1＝5.9：1) ( )
 
 澱粉 (1.9 g)"
衛署藥製字第013242號,東陽,真武湯濃縮散(東陽),濃縮散劑,5.9,炮附子:1|白朮:4.2|茯苓:4.2|白芍:4.2|生薑:4.2,,澱粉:1.5,✅ 解析成功,無需校正。,"處方:每4.5公克中含有：
 
 炮附子 (1.0 g)
 
 白朮 (4.2 g)
 
 茯苓 (4.2 g)
 
 白芍 (4.2 g)
 
 生薑 (4.2 g)
 
 以上生藥製成浸膏3g(生藥與浸膏比例17.8：3＝5.9：1) ( )
 
 澱粉 (1.5 g)"
衛署藥製字第013243號,港香蘭,乙字湯濃縮散(港香蘭),濃縮散劑,5.7,當歸:7.2|柴胡:6|黃芩:3.6|甘草:3.6|升麻:1.2|大黃:1.2,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 當歸 (7.2 g)
 
 柴胡 (6.0 g)
 
 黃芩 (3.6 g)
 
 甘草 (3.6 g)
 
 升麻 (1.2 g)
 
 大黃 (1.2 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例22.8：4＝5.7：1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第013244號,港香蘭,洗肝明目散濃縮散(港香蘭),濃縮散劑,5.7,當歸尾:1.2|川芎:1.2|赤芍:1.2|生地黃:1.2|黃連:1.2|黃芩:1.2|梔子:1.2|石膏:1.2|連翹:1.2|防風:1.2|荊芥:1.2|薄荷:1.2|羌活:1.2|蔓荊子:1.2|菊花:1.2|蒺藜:1.2|草決明:1.2|桔梗:1.2|甘草:1.2,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 當歸尾 (1.2 g)
 
 川芎 (1.2 g)
 
 赤芍 (1.2 g)
 
 生地黃 (1.2 g)
 
 黃連 (1.2 g)
 
 黃芩 (1.2 g)
 
 梔子 (1.2 g)
 
 石膏 (1.2 g)
 
 連翹 (1.2 g)
 
 防風 (1.2 g)
 
 荊芥 (1.2 g)
 
 薄荷 (1.2 g)
 
 羌活 (1.2 g)
 
 蔓荊子 (1.2 g)
 
 菊花 (1.2 g)
 
 蒺藜 (1.2 g)
 
 草決明 (1.2 g)
 
 桔梗 (1.2 g)
 
 甘草 (1.2 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例22.8：4＝5.7：1) ( )
 
 澱粉 (2.0 g)"
衛署藥製字第013245號,港香蘭,十味敗毒湯濃縮散(港香蘭),濃縮散劑,6.3,柴胡:3|獨活:3|櫻皮:3|防風:3|桔梗:3|川芎:3|茯苓:4|荊芥:1|生薑:1|甘草:1,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 柴胡 (3 g)
 
 獨活 (3 g)
 
 櫻皮 (3 g)
 
 防風 (3 g)
 
 桔梗 (3 g)
 
 川芎 (3 g)
 
 茯苓 (4 g)
 
 荊芥 (1 g)
 
 生薑 (1 g)
 
 甘草 (1 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例25：4＝6.3：1) ( )
 
 澱粉 (2 g)"
衛署藥製字第013251號,順天堂,清上蠲痛湯濃縮顆粒(順天堂),濃縮顆粒劑,9.67,當歸:2.5|川芎:2.5|白芷:2.5|細辛:1|羌活:2.5|防風:2.5|菊花:1.5|蔓荊子:1.5|蒼朮:2.5|麥門冬:2.5|獨活:2.5|甘草:1|黃芩:3|乾生薑:1,,澱粉:3,✅ 解析成功,無需校正。,"處方:每6公克中含：
 
 當歸 (2.5 g)
 
 川芎 (2.5 g)
 
 白芷 (2.5 g)
 
 細辛 (1 g)
 
 羌活 (2.5 g)
 
 防風 (2.5 g)
 
 菊花 (1.5 g)
 
 蔓荊子 (1.5 g)
 
 蒼朮 (2.5 g)
 
 麥門冬 (2.5 g)
 
 獨活 (2.5 g)
 
 甘草 (1 g)
 
 黃芩 (3 g)
 
 乾生薑 (1 g)
 
 以上生藥製成浸膏3g(生藥與浸膏比例29:3=9.67:1) ( )
 
 澱粉 (3 g)"
衛署藥製字第013253號,順天堂,騰龍湯濃縮顆粒(順天堂),濃縮顆粒劑,9.33,牡丹皮:4|桃仁:4|瓜子仁:4|蒼朮:4|薏苡仁:8|甘草:1|芒硝:2|大黃:1,,澱粉:3,✅ 解析成功,無需校正。,"處方:每６公克中含有：
 
 牡丹皮 (4.0 g)
 
 桃仁 (4.0 g)
 
 瓜子仁 (4.0 g)
 
 蒼朮 (4.0 g)
 
 薏苡仁 (8.0 g)
 
 甘草 (1.0 g)
 
 芒硝 (2.0 g)
 
 大黃 (1.0 g)
 
 以上生藥製成浸膏3.0g(生藥與浸膏比例28.0:3.0=9.33:1) ( )
 
 澱粉 (3.0 g)"
衛署藥製字第013276號,港香蘭,補中益氣湯濃縮錠(港香蘭),濃縮錠劑,5,黃耆:0.168|人參:0.112|白朮:0.056|炙甘草:0.112|當歸:0.056|陳皮:0.056|升麻:0.028|柴胡:0.028|生薑:0.084|大棗:0.056,,羧甲基纖維素鈣:0.006|硬脂酸鎂:0.003|澱粉:0.141,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有：
 
 黃耆 (168 mg)
 
 人參 (112 mg)
 
 白朮 (56 mg)
 
 炙甘草 (112 mg)
 
 當歸 (56 mg)
 
 陳皮 (56 mg)
 
 升麻 (28 mg)
 
 柴胡 (28 mg)
 
 生薑 (84 mg)
 
 大棗 (56 mg)
 
 以上生藥製成浸膏150mg(生藥與浸膏比例756:150=5:1) ( )
 
 羧甲基纖維素鈣 (6 mg)
 
 硬脂酸鎂 (3 mg)
 
 澱粉 (141 mg)"
衛署藥製字第013277號,港香蘭,八味地黃丸濃縮錠(港香蘭),濃縮錠劑,6.4,茯苓:0.096|牡丹皮:0.096|澤瀉:0.096|熟地黃:0.256|山茱萸:0.128|山藥:0.128|炮附子:0.032|肉桂:0.032,,羧甲基纖維素鈣:0.006|硬脂酸鎂:0.003|澱粉:0.156,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有：
 
 茯苓 (96 mg)
 
 牡丹皮 (96 mg)
 
 澤瀉 (96 mg)
 
 熟地黃 (256 mg)
 
 山茱萸 (128 mg)
 
 山藥 (128 mg)
 
 炮附子 (32 mg)
 
 肉桂 (32 mg)
 
 以上生藥製成浸膏135mg(生藥與浸膏比例864:135=6.4:1) ( )
 
 羧甲基纖維素鈣 (6 mg)
 
 硬脂酸鎂 (3 mg)
 
 澱粉 (156 mg)"
衛署藥製字第013452號,順天堂,疏鑿飲濃縮顆粒(順天堂),濃縮顆粒劑,9.79,商陸:3.6|羌活:3.6|秦艽:3.6|檳榔:3.6|大腹皮:3.6|茯苓皮:3.6|椒目:3.6|木通:3.6|澤瀉:3.6|赤小豆:3.6|薑皮:1.2,,澱粉:2.2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 商陸 (3.6 g)
 
 羌活 (3.6 g)
 
 秦艽 (3.6 g)
 
 檳榔 (3.6 g)
 
 大腹皮 (3.6 g)
 
 茯苓皮 (3.6 g)
 
 椒目 (3.6 g)
 
 木通 (3.6 g)
 
 澤瀉 (3.6 g)
 
 赤小豆 (3.6 g)
 
 薑皮 (1.2 g)
 
 以上生藥製成浸膏3.8g(生藥與浸膏比例37.2:3.8=9.79:1) ( )
 
 澱粉 (2.2 g)"
衛署藥製字第013455號,勝昌,黃耆建中湯濃縮散(勝昌),濃縮散劑,8,桂枝:4|生薑:4|大棗:4|白芍:6|甘草:2|黃耆:4,,澱粉:1.5,✅ 解析成功,無需校正。,"處方:每4.5公克中含有：
 
 桂枝 (4.0 g)
 
 生薑 (4.0 g)
 
 大棗 (4.0 g)
 
 白芍 (6.0 g)
 
 甘草 (2.0 g)
 
 黃耆 (4.0 g)
 
 以上生藥製成浸膏3g(生藥與浸膏比例24：3＝8：1) ( )
 
 澱粉 (1.5 g)"
衛署藥製字第013610號,順天堂,四逆湯濃縮顆粒(順天堂),濃縮顆粒劑,6,甘草:3|乾薑:2|炮附子:1,,澱粉:2,✅ 解析成功,無需校正。,"處方:每3公克中含有：
 
 甘草 (3 g)
 
 乾薑 (2 g)
 
 炮附子 (1 g)
 
 以上生藥製成浸膏1g(生藥與浸膏比例6:1=6:1) ( )
 
 澱粉 (2 g)"
衛署藥製字第013731號,東陽,柴胡加龍骨牡蠣湯濃縮散(東陽),濃縮散劑,5.8,柴胡:2|龍骨:2|生薑:2|人參:2|茯苓:2|黃芩:2|牡蠣:2|桂枝:2|半夏:2.6|大棗:2|大黃:2.6,,澱粉:2,✅ 解析成功,無需校正。,"處方:每6公克中含有：
 
 柴胡 (2 g)
 
 龍骨 (2 g)
 
 生薑 (2 g)
 
 人參 (2 g)
 
 茯苓 (2 g)
 
 黃芩 (2 g)
 
 牡蠣 (2 g)
 
 桂枝 (2 g)
 
 半夏 (2.6 g)
 
 大棗 (2 g)
 
 大黃 (2.6 g)
 
 以上生藥製成浸膏4g(生藥與浸膏比例23.2：4＝5.8：1) ( )
 
 澱粉 (2 g)"
衛署藥製字第013732號,明通,六君子湯濃縮錠(明通),濃縮錠劑,4,人參:0.1386|白朮:0.1386|茯苓:0.1386|半夏:0.1386|炙甘草:0.0693|陳皮:0.0693|生薑:0.0693|大棗:0.0693,,澱粉:0.2911|硬脂酸鎂:0.001,✅ 解析成功,無需校正。,"處方:每錠(500mg)中含有：
 
 人參 (138.6 mg)
 
 白朮 (138.6 mg)
 
 茯苓 (138.6 mg)
 
 半夏 (138.6 mg)
 
 炙甘草 (69.3 mg)
 
 陳皮 (69.3 mg)
 
 生薑 (69.3 mg)
 
 大棗 (69.3 mg)
 
 以上生藥製成浸膏207.9mg(生藥與浸膏比例831.6:207.9=4:1) ( )
 
 澱粉 (291.1 mg)
 
 硬脂酸鎂 (1.0 mg)"
衛署藥製字第013733號,明通,乙字湯濃縮錠(明通),濃縮錠劑,5.5,當歸:0.33|柴胡:0.33|黃芩:0.2|甘草:0.13|升麻:0.1|大黃:0.065,,澱粉:0.08|硬脂酸鎂:0.01,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有：
 
 當歸 (330 mg)
 
 柴胡 (330 mg)
 
 黃芩 (200 mg)
 
 甘草 (130 mg)
 
 升麻 (100 mg)
 
 大黃 (65 mg)
 
 以上生藥製成浸膏210mg(生藥與浸膏比例1155：210＝5.5：1) ( )
 
 澱粉 (80 mg)
 
 硬脂酸鎂 (10 mg)"
衛署藥製字第013737號,明通,五苓散濃縮錠(明通),濃縮錠劑,5.3,澤瀉:0.33|豬苓:0.2|茯苓:0.2|白朮:0.2|桂枝:0.13,,澱粉:0.09|硬脂酸鎂:0.01,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有:
 
 澤瀉 (330 mg)
 
 豬苓 (200 mg)
 
 茯苓 (200 mg)
 
 白朮 (200 mg)
 
 桂枝 (130 mg)
 
 以上生藥製成浸膏200mg(生藥與浸膏比例1060：200＝5.3：1) ( )
 
 澱粉 (90 mg)
 
 硬脂酸鎂 (10 mg)"
衛署藥製字第013738號,明通,八味地黃丸濃縮錠(明通),濃縮錠劑,3.3,茯苓:0.0624|牡丹皮:0.0624|澤瀉:0.0624|熟地黃:0.1663|山茱萸:0.0832|山藥:0.0832|炮附子:0.0208|肉桂:0.0208,,澱粉:0.3306|硬脂酸鎂:0.001,✅ 解析成功,無需校正。,"處方:每錠(500mg)中含有:
 
 茯苓 (62.4 mg)
 
 牡丹皮 (62.4 mg)
 
 澤瀉 (62.4 mg)
 
 熟地黃 (166.3 mg)
 
 山茱萸 (83.2 mg)
 
 山藥 (83.2 mg)
 
 炮附子 (20.8 mg)
 
 肉桂 (20.8 mg)
 
 以上生藥製成浸膏168.4mg(生藥與浸膏比例561.5:168.4=3.3:1) ( )
 
 澱粉 (330.6 mg)
 
 硬脂酸鎂 (1.0 mg)"
衛署藥製字第013739號,明通,黃連解毒湯濃縮錠(明通),濃縮錠劑,5.9,黃連:0.1996|黃芩:0.1996|黃柏:0.1996|山梔子:0.1996,,澱粉:0.3626|硬脂酸鎂:0.001,✅ 解析成功,無需校正。,"處方:每錠(500mg)中含有： 
 
 黃連 (199.6 mg)
 
 黃芩 (199.6 mg)
 
 黃柏 (199.6 mg)
 
 山梔子 (199.6 mg)
 
 以上生藥製成浸膏136.4mg(生藥與浸膏比例798.4:136.4=5.9:1) ( )
 
 澱粉 (362.6 mg)
 
 硬脂酸鎂 (1.0 mg)"
衛署藥製字第013819號,港香蘭,茵陳五苓散濃縮錠(港香蘭),濃縮錠劑,8.4,茵陳蒿:0.64|澤瀉:0.1|豬苓:0.06|茯苓:0.06|白朮:0.06|桂枝:0.04,,羧甲基纖維素鈣:0.006|硬脂酸鎂:0.003|澱粉:0.177,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有： 
 
 茵陳蒿 (640 mg)
 
 澤瀉 (100 mg)
 
 豬苓 (60 mg)
 
 茯苓 (60 mg)
 
 白朮 (60 mg)
 
 桂枝 (40 mg)
 
 以上生藥製成浸膏114mg(生藥與浸膏比例960:114=8.4:1) ( )
 
 羧甲基纖維素鈣 (6 mg)
 
 硬脂酸鎂 (3 mg)
 
 澱粉 (177 mg)"
衛署藥製字第013820號,港香蘭,六味地黃丸濃縮錠(港香蘭),濃縮錠劑,6.5,熟地黃:0.28|山茱萸:0.14|山藥:0.14|澤瀉:0.105|牡丹皮:0.105|茯苓:0.105,,羧甲基纖維素鈣:0.006|硬脂酸鎂:0.003|澱粉:0.156,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有： 
 
 熟地黃 (280 mg)
 
 山茱萸 (140 mg)
 
 山藥 (140 mg)
 
 澤瀉 (105 mg)
 
 牡丹皮 (105 mg)
 
 茯苓 (105 mg)
 
 以上生藥製成浸膏135mg(生藥與浸膏比例875:135=6.5:1) ( )
 
 羧甲基纖維素鈣 (6 mg)
 
 硬脂酸鎂 (3 mg)
 
 澱粉 (156 mg)"
衛署藥製字第013821號,港香蘭,甘露飲濃縮錠(港香蘭),濃縮錠劑,5.7,熟地黃:0.085|麥門冬:0.085|枳殼:0.085|炙甘草:0.085|茵陳蒿:0.085|枇杷葉:0.085|石斛:0.085|黃芩:0.085|生地黃:0.085|天門冬:0.085,,羧甲基纖維素鈣:0.006|硬脂酸鎂:0.003|澱粉:0.141,✅ 解析成功,無需校正。,"處方:每錠(300mg)中含有：
 
 熟地黃 (85 mg)
 
 麥門冬 (85 mg)
 
 枳殼 (85 mg)
 
 炙甘草 (85 mg)
 
 茵陳蒿 (85 mg)
 
 枇杷葉 (85 mg)
 
 石斛 (85 mg)
 
 黃芩 (85 mg)
 
 生地黃 (85 mg)
 
 天門冬 (85 mg)
 
 以上生藥製成浸膏150mg(生藥與浸膏比例850:150=5.7:1) ( )
 
 羧甲基纖維素鈣 (6 mg)
 
 硬脂酸鎂 (3 mg)
 
 澱粉 (141 mg)"
